정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
1636,250001991,지내1리(옥광산입구),Jinae 1(il)-ri (Jade Mine Entrance),127.78237,37.91618,2026-03-26
1637,250001992,오항리종점,Ohang-ri Terminus,127.90446,37.97754,2026-03-26
1638,250001993,오탄2리종점,Otan 2(i)-ri Terminus,127.58174,38.05262,2026-03-26
1639,250001994,오탄1리,Otan 1(il)-ri,127.62759,38.0412,2026-03-26
1640,250001995,오탄1리,Otan 1(il)-ri,127.62723,38.04115,2026-03-26
1641,250001996,오탄3리종점,Otan 3(sam)-ri Terminus,127.60104,38.04166,2026-03-26
1642,250001997,오탄2리,Otan 2(i)-ri,127.59516,38.05402,2026-03-26
1643,250001998,오탄2리,Otan 2(i)-ri,127.59526,38.05419,2026-03-26
1644,250001999,오탄1리,Otan 1(il)-ri,127.62181,38.04292,2026-03-26
1645,250002000,오탄1리,Otan 1(il)-ri,127.6221,38.04263,2026-03-26
1646,265000734,월곡리3반,Wolgok-ri 3(sam)-ban,127.80394,37.92888,2026-03-26
1647,265000733,월곡리3반,Wolgok-ri 3(sam)-ban,127.80451,37.92861,2026-03-26
1648,250002003,오월유원지,Owol Recreation Area,127.64199,37.98012,2026-03-26
1649,250002004,오월유원지,Owol Recreation Area,127.64221,37.98009,2026-03-26
1650,250002005,오월리종점,Owol-ri Terminus,127.62522,37.9663,2026-03-26
1651,250002006,오월리입구,Owol-ri Entrance,127.65564,37.97866,2026-03-26
1652,250002007,오월리입구,Owol-ri Entrance,127.65562,37.97852,2026-03-26
1653,250002008,오월교입구,Owolgyo Entrance,127.64462,37.98344,2026-03-26
1654,250002009,오봉마을,Obong Village,127.71553,37.78741,2026-03-26
1655,250002010,오봉마을,Obong Village,127.71493,37.78685,2026-03-26
1656,265000745,화물공영차고지,Freight Public Garage,127.76246,37.822,2026-03-26
1657,250002012,오동초등학교,Odong Elementary School,127.75563,37.95062,2026-03-26
1658,250002015,여성가족연구원,Women,127.74857,37.85616,2026-03-26
1659,250002016,여성가족연구원,Women,127.74868,37.85579,2026-03-26
1660,250002017,퇴계주공6단지,Toegye Jugong 6(yuk)-danji Complex,127.74301,37.85127,2026-03-26
1661,250002018,현진에버빌1차,Hyunjin Evervill 1(il)-cha Apartment,127.74756,37.85038,2026-03-26
1662,250002020,상상마당입구,Sangsangmadang Entrance,127.70113,37.87179,2026-03-26
1663,250002021,상상마당입구,Sangsangmadang Entrance,127.70161,37.87146,2026-03-26
1664,250002022,양통종점,Yangtong Terminus,127.73783,38.00189,2026-03-26
1665,250002023,양우A,Yangwoo Apartment,127.7305,37.86833,2026-03-26
1666,250002024,양우A,Yangwoo Apartment,127.73157,37.86795,2026-03-26
1667,250002025,창촌3리(양단이),Changchon 3(sam)-ri (Yangdani),127.63433,37.76671,2026-03-26
1668,250002026,창촌3리(양단이),Changchon 3(sam)-ri (Yangdani),127.63368,37.76638,2026-03-26
1669,250002027,약사롯데캐슬,Yaksa Lotte Castle Apt,127.72313,37.8721,2026-03-26
1670,250002028,남부사거리,Nambu Sageori,127.7246,37.87154,2026-03-26
1671,250002029,명동입구,Myeong-dong Entrance,127.7267,37.87969,2026-03-26
1672,265000735,소양7교,Soyang 7(chil)-gyo,127.79183,37.9274,2026-03-26
1673,265000781,후평현대2차,Hupyeong Hyundai 2(I)-cha Apartment,127.7518,37.88106,2026-03-26
1674,250002032,현암리,Hyeonam-ri,127.68992,37.89183,2026-03-26
1675,250002033,애니메이션박물관,Animation Museum,127.69007,37.89253,2026-03-26
1676,250002034,안보2리종점,Anbo 2(i)-ri Terminus,127.57656,37.84976,2026-03-26
1677,265000773,강원대동문앞,KangwonNU East Entrance Front,127.74884,37.8649,2026-03-26
1678,250002036,안보2리입구,Anbo 2(i)-ri Entrance,127.56759,37.84269,2026-03-26
1679,250002037,탑동마을,Topdong Village,127.57652,37.83796,2026-03-26
1680,250002038,아침못종점,Achimmot Terminus,127.7633,37.95008,2026-03-26
1681,250002039,환경사업소,Environmental Affairs Agency,127.68786,37.79751,2026-03-26
1682,250002040,혈동2리,Hyeoldong 2(i)-ri,127.68787,37.79699,2026-03-26
1683,250002041,신포중학교,Sinpo Middle School,127.64003,38.02611,2026-03-26
1684,250002042,신포리,Sinpo-ri,127.63405,38.01662,2026-03-26
1685,250002043,신포리,Sinpo-ri,127.63396,38.01671,2026-03-26
1686,250002044,신포1리,Sinpo 1(il)-ri,127.6401,38.02508,2026-03-26
1687,250002045,신촌1리,Sinchon 1(il)-ri,127.78002,37.85409,2026-03-26
1688,250002046,신촌3리,Sinchon 3(sam)-ri,127.7584,37.84896,2026-03-26
1689,250002047,신촌1리,Sinchon 1(il)-ri,127.7707,37.85006,2026-03-26
1690,250002048,신촌1리,Sinchon 1(il)-ri,127.77619,37.85378,2026-03-26
1691,250002049,신촌1리,Sinchon 1(il)-ri,127.77609,37.85365,2026-03-26
1692,250002050,신촌1리,Sinchon 1(il)-ri,127.77063,37.85018,2026-03-26
1693,250001795,창촌1리,Changchon 1(il)-ri,127.64697,37.78944,2026-03-26
1694,250001796,청구/진흥A,Chong Gu / Chinhung Apartment,127.75256,37.86889,2026-03-26
1695,250001797,청구/진흥A,Chong Gu / Chinhung Apartment,127.75284,37.86909,2026-03-26
1696,250001798,현지사,Hyeonjisa,127.64548,38.0448,2026-03-26
1697,250001799,현지사,Hyeonjisa,127.64513,38.04539,2026-03-26
1698,250001800,지촌3리,Jichon 3(sam)-ri,127.64084,38.03363,2026-03-26
1699,250001801,지촌3리,Jichon 3(sam)-ri,127.64068,38.03357,2026-03-26
1700,250001802,지촌2리,Jichon 2(i)-ri,127.64287,38.05051,2026-03-26
1701,250001803,지촌2리,Jichon 2(i)-ri,127.64269,38.05044,2026-03-26
1702,250001804,우미린후문,Woomi Lynn Apartment Rear Entrance,127.752,37.87723,2026-03-26
1703,250001805,한국국토정보공사,Korea Land and Geospatial Informatix Corporation,127.75119,37.8779,2026-03-26
1704,250001806,지암초교,Jiam Elementary School,127.60768,37.98082,2026-03-26
1705,250001807,지암초교,Jiam Elementary School,127.60775,37.98067,2026-03-26
1706,250001808,지암산천마을,Jiam Sancheon Village,127.60903,37.98168,2026-03-26
1707,250001809,지암산천마을,Jiam Sancheon Village,127.6092,37.98191,2026-03-26
1708,250001810,지암2교,Jiam 2(i)-gyo,127.59527,37.97534,2026-03-26
1709,250001811,지암리,Jiam-ri,127.62239,37.97939,2026-03-26
1710,250001812,지암리,Jiam-ri,127.63592,37.97701,2026-03-26
1711,250001813,지암리,Jiam-ri,127.63583,37.97713,2026-03-26
1712,250001814,지암리,Jiam-ri,127.62221,37.97931,2026-03-26
1713,250001815,지내리,Jinae-ri,127.73085,37.95025,2026-03-26
1714,250001816,지내리,Jinae-ri,127.73071,37.95011,2026-03-26
1715,250001817,지내3리,Jinae 3(sam)-ri,127.73085,37.94818,2026-03-26
1716,250001818,지내3리,Jinae 3(sam)-ri,127.73068,37.94822,2026-03-26
1717,250001819,지내2리마을회관,Jinae 2(i)-ri Village Hall,127.72111,37.95986,2026-03-26
1718,265000742,고은1리5반,Goeun 1(il)-ri 5(o)-ban,127.77044,37.84575,2026-03-26
1719,250001821,지내2리,Jinae 2(i)-ri,127.78469,37.91712,2026-03-26
1720,250001822,지내2리,Jinae 2(i)-ri,127.78465,37.91723,2026-03-26
1721,250001823,지내1리종점,Jinae 1(il)-ri Terminus,127.73296,37.96721,2026-03-26
1722,265000712,지내1리마을회관,Jinae 1(il)-ri Village Hall,127.73041,37.96213,2026-03-26
1723,265000713,지내1리마을회관,Jinae 1(il)-ri Village Hall,127.7305,37.9618,2026-03-26
1724,265000748,지내보건진료소,Jinae Community Health Center,127.73034,37.95803,2026-03-26
1725,265000743,대룡119안전센터,Daeryong119 Fire House,127.77092,37.84572,2026-03-26
1726,250001828,지내1리,Jinae 1(il)-ri,127.78186,37.91175,2026-03-26
1727,250001829,증3리,Jeung 3(sam)-ri,127.72607,37.82797,2026-03-26
1728,250001830,증3리,Jeung 3(sam)-ri,127.72413,37.82642,2026-03-26
1729,250001831,증3리,Jeung 3(sam)-ri,127.72411,37.82605,2026-03-26
1730,265000740,산수2리1반,Sansu 2(i)-ri 1(il)-ban,127.6694,37.69782,2026-03-26
1731,250001833,증리고분군,Jeung-ri Ancient Tombs,127.70971,37.81131,2026-03-26
1732,250001834,증2리경로당,Jeung 2(i)-ri Senior Center,127.70986,37.80755,2026-03-26
1733,250001835,증2리4반,Jeung 2(i)-ri 4(sa)-ban,127.71193,37.80532,2026-03-26
1734,250001836,증2리,jeung 2(i)-ri,127.71052,37.80265,2026-03-26
1735,265000872,장학교차로,Janghak Intersection,127.7556,37.89256,2026-03-26
1736,250001838,증2리,Jeung 2(i)-ri,127.71053,37.80254,2026-03-26
1737,250001839,증2리4반,Jeung 2(i)-ri 4(sa)-ban,127.71208,37.80536,2026-03-26
1738,250001840,증2리경로당,Jeung 2(i)-ri Senior Center,127.71002,37.80763,2026-03-26
1739,250001841,증리고분군,Jeung-ri Ancient Tombs,127.7099,37.81129,2026-03-26
1740,265000774,춘천농협엔타점,Chuncheon Nonghyup ENTA,127.74756,37.8634,2026-03-26
1741,250001843,중앙하이츠1차,Joongang Heights 1(il)-cha Apartment,127.73739,37.85456,2026-03-26
1742,265000777,롯데캐슬더퍼스트,Lotte Castle The First Apartment,127.73228,37.90868,2026-03-26
1743,265000778,롯데캐슬더퍼스트,Lotte Castle The First Apartment,127.73248,37.9085,2026-03-26
1744,250001846,중앙하이츠1차,Joongang Heights 1(il)-cha Apartment,127.7371,37.85466,2026-03-26
1745,250001847,중앙로입구,Jungang-ro Entrance,127.72415,37.87736,2026-03-26
1746,250001848,중앙시장/중앙초교,Jungang Market / Jungang Elementary School,127.72505,37.87834,2026-03-26
1747,250001849,중앙시장,Jungang Market,127.72549,37.87841,2026-03-26
1748,250001850,통일플러스센터,unipluscenter,127.69699,37.87193,2026-03-26
1749,250001851,통일플러스센터,unipluscenter,127.69726,37.87179,2026-03-26
1750,265000775,춘천여고,Chuncheon Girl's High School,127.76402,37.88721,2026-03-26
1751,250001853,일성트루엘A,Ilsung Truel Apartment,127.74822,37.87735,2026-03-26
1752,250001854,KBS방송국,Korean Broadcasting Station,127.72287,37.86819,2026-03-26
1753,250001855,KBS방송국,Korean Broadcasting Station,127.72304,37.86791,2026-03-26
1754,250001856,조양4리,Joyang 4(sa)-ri,127.77359,37.75973,2026-03-26
1755,250001857,조양4리,Joyang 4(sa)-ri,127.78375,37.75584,2026-03-26
1756,250001858,조양4리,Joyang 4(sa)-ri,127.78468,37.75578,2026-03-26
1757,250001859,신세계주유소,Sinsegye Gas Station,127.77936,37.75741,2026-03-26
1758,250001860,조양3리,Joyang 3(sam)-ri,127.83162,37.74391,2026-03-26
1759,250001861,조양1리,Joyang 1(il)-ri,127.8114,37.75607,2026-03-26
1760,250001862,조각공원,Sculpture Park,127.71386,37.87307,2026-03-26
1761,265000776,안보2리입구,Anbo 2(i)-ri Entrance,127.5676,37.84241,2026-03-26
1762,250001864,정족2리입구,Jeongjok 2(i)-ri Entrance,127.72907,37.83373,2026-03-26
1763,265000741,송암5반,Songam 5(o)-ban,127.69526,38.0048,2026-03-26
1764,250001866,정족2리입구,Jeongjok 2(i)-ri Entrance,127.72875,37.83373,2026-03-26
1765,250001867,정족2리,Jeongjok 2(i)-ri,127.73448,37.83162,2026-03-26
1766,250001868,정족2리,Jeongjok 2(i)-ri,127.73468,37.83153,2026-03-26
1767,250001869,정족1리입구,Jeongjok 1(il)-ri Entrance,127.73146,37.84278,2026-03-26
1768,265000768,레고랜드정문,LEGOLAND Main Gate,127.69986,37.88412,2026-03-26
1769,250001871,사천왕사,Sacheonwangsa,127.67403,37.8321,2026-03-26
1770,250001872,사천왕사,Sacheonwangsa,127.67386,37.8323,2026-03-26
1771,250001873,정부합동청사,Government Complex,127.74931,37.88887,2026-03-26
1772,250001874,정부합동청사,Government Complex,127.74964,37.88843,2026-03-26
1773,250001875,정법사,Jeongbeopsa,127.70718,37.86158,2026-03-26
1774,250001876,정법사,Jeongbeopsa,127.70695,37.8615,2026-03-26
1775,250001877,재취골,Jaechwigol,127.73157,37.78922,2026-03-26
1776,250001878,기와집골,Giwajipgol Village,127.63411,37.77619,2026-03-26
1777,250001446,방곡2리종점,Banggok 2(i)-ri Terminus,127.62936,37.78827,2026-03-26
1778,250001447,방곡1리,Banggok 1(il)-ri,127.64243,37.79498,2026-03-26
1779,250001448,방곡1리,Banggok 1(il)-ri,127.63972,37.7977,2026-03-26
1780,250001449,방곡1리,Banggok 1(il)-ri,127.63895,37.80055,2026-03-26
1781,250001450,방곡1리,Banggok 1(il)-ri,127.63871,37.80073,2026-03-26
1782,250001451,방곡1리,Banggok 1(il)-ri,127.63992,37.7978,2026-03-26
1783,250001452,방곡1리,Banggok 1(il)-ri,127.64221,37.79497,2026-03-26
1784,265000703,발산치안센터,Balsan Police Patrol,127.62346,37.73861,2026-03-26
1785,250001458,발산2리,Balsan 2(i)-ri,127.62417,37.73915,2026-03-26
1786,265000761,발산리종점,Balsan-ri Terminus,127.766,37.96232,2026-03-26
1787,250001460,발산2리,Balsan 2(i)-ri,127.76123,37.95568,2026-03-26
1788,250001461,발산2리,Balsan 2(i)-ri,127.76296,37.9576,2026-03-26
1789,250001462,발산2리,Balsan 2(i)-ri,127.76575,37.96058,2026-03-26
1790,250001463,발산2리,Balsan 2(i)-ri,127.76568,37.96049,2026-03-26
1791,250001464,발산2리,Balsan 2(i)-ri,127.7623,37.96167,2026-03-26
1792,250001465,발산2리,Balsan 2(i)-ri,127.63277,37.73968,2026-03-26
1793,250001466,발산2리,Balsan 2(i)-ri,127.63291,37.7396,2026-03-26
1794,250001467,발산1리,Balsan 1(il)-ri,127.7557,37.95994,2026-03-26
1795,250001468,발산1리,Balsan 1(il)-ri,127.74727,37.95126,2026-03-26
1796,250001469,발산1리,Balsan 1(il)-ri,127.61082,37.73518,2026-03-26
1797,250001470,발산1리,Balsan 1(il)-ri,127.61097,37.73502,2026-03-26
1798,250001471,발산,Balsan,127.62406,37.74351,2026-03-26
1799,250001472,발산,Balsan,127.62419,37.74361,2026-03-26
1800,250001473,광판2리,Gwangpan 2(i)-ri,127.71024,37.74577,2026-03-26
1801,250001474,반이동,Bani-dong,127.70981,37.74666,2026-03-26
1802,250001481,가정중학교,Gajeong Middle School,127.57316,37.74008,2026-03-26
1803,250001482,가정1리회관앞,Gajeong 1(il)-ri Hall Front,127.57246,37.74132,2026-03-26
1804,250026615,박암리,Bagam-ri,127.54383,37.7253,2026-03-26
1805,250001484,박암리,Bagam-ri,127.53776,37.72379,2026-03-26
1806,250001485,박암리,Bagam-ri,127.53872,37.7233,2026-03-26
1807,250026616,박암리,Bagam-ri,127.54409,37.72519,2026-03-26
1808,250001487,밀알재활원,Milal Rehabilitation Center,127.70235,37.76994,2026-03-26
1809,250001488,밀알재활원,Milal Rehabilitation Center,127.70226,37.76987,2026-03-26
1810,250001489,동부새마을금고,Dongbu MG Community Credit Cooperatives,127.73407,37.87351,2026-03-26
1811,250001490,미려골,Miryeogol,127.73431,37.87344,2026-03-26
1812,250001491,문화주택,Munhwa House,127.75179,37.88929,2026-03-26
1813,250001492,문화예술회관,Chuncheon Culture,127.72687,37.87294,2026-03-26
1814,250001493,문화예술회관,Chuncheon Culture,127.72721,37.87285,2026-03-26
1815,265000769,레고랜드정문,LEGOLAND Main Gate,127.70002,37.88399,2026-03-26
1816,250001495,모래재,Moraejae,127.76573,37.76758,2026-03-26
1817,250001496,명진학교,Myeongjin School,127.73477,37.89997,2026-03-26
1818,250001497,덕두2리종점,Deokdu 2(i)-ri Terminus,127.62954,37.88325,2026-03-26
1819,250001498,명동입구,Myeong-dong Entrance,127.72629,37.87906,2026-03-26
1820,250001499,춘천예비군훈련장,Chuncheon Reserve Forces Training Camp,127.71032,37.8543,2026-03-26
1821,250001500,춘천예비군훈련장,Chuncheon Reserve Forces Training Camp,127.71007,37.85452,2026-03-26
1822,250001501,면허시험장입구,Driver's License Examination Office Entrance,127.75187,37.94595,2026-03-26
1823,250001502,면허시험장입구,Driver's License Examination Office Entrance,127.75162,37.94552,2026-03-26
1824,250001503,스위첸A,Switzen Apartment,127.76534,37.87959,2026-03-26
1825,250001504,스위첸A,Switzen Apartment,127.7658,37.87959,2026-03-26
1826,250001505,동광오거리,Donggwang Ogeori,127.74955,37.88523,2026-03-26
1827,250001506,동광오거리,Donggwang Ogeori,127.74958,37.8847,2026-03-26
1828,250001507,만천리종점,Mancheon-ri Terminus,127.78551,37.87599,2026-03-26
1829,250001508,동면만천농협,Dongmyeon Mancheon Nonghyup,127.76097,37.88164,2026-03-26
1830,250001509,동면만천농협,Dongmyeon Mancheon Nonghyup,127.76087,37.88187,2026-03-26
1831,250001510,만천3리마을회관,Mancheon 3(sam)-ri Village Hall,127.77831,37.87497,2026-03-26
1832,265000709,만천3리마을회관,Mancheon 3(sam)-ri Village Hall,127.77844,37.87507,2026-03-26
1833,250001512,만천초교,Mancheon Elementary School,127.75812,37.88265,2026-03-26
1834,250001513,만천로입구,Mancheon-ro Entrance,127.77076,37.87729,2026-03-26
1835,250001514,만천로입구,Mancheon-ro Entrance,127.77067,37.87774,2026-03-26
1836,250001515,만천초교,Mancheon Elementary School,127.75847,37.88275,2026-03-26
1837,250001516,양지교,Yangjigyo,127.75606,37.88518,2026-03-26
1838,250001517,양지교,Yangjigyo,127.75561,37.88547,2026-03-26
1839,250001518,마평,Mapyeong,127.62761,38.00271,2026-03-26
1840,250001519,삼악호수케이블카,Samackcablecar,127.69202,37.8642,2026-03-26
1841,250001520,삼악호수케이블카,Samackcablecar,127.69252,37.86569,2026-03-26
1842,250001521,가압펌프장,Booster Pump Facility,127.71518,37.8538,2026-03-26
1843,250001522,가압펌프장,Booster Pump Facility,127.71464,37.85511,2026-03-26
1844,250001523,삼성동부A,Samsung Dongbu Apartment,127.73076,37.89954,2026-03-26
1845,250001524,롯데인벤스,Lotte Invens Apartment,127.73101,37.89975,2026-03-26
1846,265000771,상중도입구,SangJungdo Entrance,127.70465,37.89248,2026-03-26
1847,250001526,거두리부영A,Geodu-ri Booyoung Apartment,127.75154,37.85551,2026-03-26
1848,250001527,로데오거리,Rodeo Street,127.75067,37.85426,2026-03-26
1849,265000770,상중도입구,SangJungdo Entrance,127.70486,37.89253,2026-03-26
1850,250001529,등선폭포,Deungseon Falls,127.66073,37.82477,2026-03-26
1851,250001530,등선폭포,Deungseon Falls,127.66041,37.82496,2026-03-26
1852,250001532,두미르A,Dumir Apartment,127.72832,37.90206,2026-03-26
1853,250001533,두미르A,Dumir Apartment,127.72741,37.90263,2026-03-26
1854,250001534,춘천동원학교,Chuncheon Dongwon School,127.78875,37.93016,2026-03-26
1855,250001535,춘천동원학교,Chuncheon Dongwon School,127.78858,37.93031,2026-03-26
1856,250001536,동산중학교,Dongsan Middle School,127.79168,37.75202,2026-03-26
1857,250001537,동산중학교,Dongsan Middle School,127.79127,37.75225,2026-03-26
1858,250001538,조양2리,Joyang 2(i)-ri,127.79608,37.7376,2026-03-26
1859,250001539,조양2리,Joyang 2(i)-ri,127.79622,37.7376,2026-03-26
1860,250001540,동산A,Dongsan Apartment,127.74217,37.88919,2026-03-26
1861,250001541,소방서,Fire House,127.74245,37.88925,2026-03-26
1862,250001542,동산면행복센터,Dongsan-myeon Community Service Center,127.79597,37.75396,2026-03-26
1863,250001543,동산면행복센터,Dongsan-myeon Community Service Center,127.79592,37.75409,2026-03-26
1864,250001544,동부시장,Dongbu Market,127.73348,37.8763,2026-03-26
1865,250001545,동부시장,Dongbu Market,127.73429,37.87658,2026-03-26
1866,250001546,동보A,Dongbo Apartment,127.74218,37.86186,2026-03-26
1867,250001547,동보빌리지,Dongbo Village,127.74114,37.8838,2026-03-26
1868,250001548,동보빌리지,Dongbo Village,127.74144,37.88358,2026-03-26
1869,250001549,동면치안센터,Dong-myeon Police Patrol,127.77998,37.90397,2026-03-26
1870,250001550,동면치안센터,Dong-myeon Police Patrol,127.78056,37.90421,2026-03-26
1871,250001551,동면지내리,Dong-myeon Jinae-ri,127.78251,37.91331,2026-03-26
1872,250001552,동면지내리,Dong-myeon Jinae-ri,127.78242,37.91368,2026-03-26
1873,250001553,노루목저수지,Norumok Reservoir,127.75835,37.89349,2026-03-26
1874,250001554,노루묵저수지,Norumuk Reservoir,127.7581,37.89362,2026-03-26
1875,250001555,동면행정복지센터,Dong-myeon Community Service Center,127.78165,37.91006,2026-03-26
1876,250001556,동면행정복지센터,Dong-myeon Community Service Center,127.78146,37.90996,2026-03-26
1877,250001557,동면복지회관,Dong-myeon Welfare Center,127.78204,37.91173,2026-03-26
1878,250001558,동내초교,Dongnae Elementary School,127.76602,37.85038,2026-03-26
1879,250001559,동내초교,Dongnae Elementary School,127.76574,37.85045,2026-03-26
1880,250001560,동내면행복센터,Dongnae-myeon Community Service Center,127.76162,37.84799,2026-03-26
1881,250001561,동내면행복센터,Dongnae-myeon Community Service Center,127.76146,37.84815,2026-03-26
1882,250001562,동광주유소,Donggwang Gas Station,127.75181,37.88988,2026-03-26
1883,250001563,도민일보,Kang Won Domin Ilbo,127.74479,37.89053,2026-03-26
1884,250001564,도민일보,Kang Won Domin Ilbo,127.74313,37.89017,2026-03-26
1885,250001565,덕두원3리,Deokduwon 3(sam)-ri,127.67011,37.82716,2026-03-26
1886,250001566,덕두원2리,Deokduwon 2(i)-ri,127.65936,37.86005,2026-03-26
1887,250001567,명월리,Myeongwol-ri,127.65748,37.86335,2026-03-26
1888,250001568,명월제1교,Myeongwol Je-1(il)-gyo,127.65576,37.86559,2026-03-26
1889,250001569,수레너미,Sureneomi,127.65307,37.86874,2026-03-26
1890,250001570,음지말,Eumjimal,127.65026,37.86996,2026-03-26
1891,250001571,명월촌,Myeongwolchon,127.64752,37.87121,2026-03-26
1892,250001572,양지말,Yangjimal,127.64436,37.87266,2026-03-26
1893,250001573,위로의집,Wirouijip Senior Care Center,127.63941,37.87678,2026-03-26
1894,250001574,증마을,Jeung Village,127.63771,37.87803,2026-03-26
1895,250001575,상명월리,Sangmyeongwol-ri,127.63292,37.88069,2026-03-26
1896,250001576,상명월리,Sangmyeongwol-ri,127.63314,37.88043,2026-03-26
1897,250001577,증마을,Jeung Village,127.63776,37.87818,2026-03-26
1898,250001578,위로의집,Wirouijip Senior Care Center,127.63921,37.87666,2026-03-26
1899,250001579,양지말,Yangjimal,127.6442,37.87264,2026-03-26
1900,250001580,명월촌,Myeongwolchon,127.64734,37.87114,2026-03-26
1901,250001581,음지말,Eumjimal,127.65024,37.87012,2026-03-26
1902,250001582,수레너미,Sureneomi,127.65308,37.86861,2026-03-26
1903,250001583,명월제1교,Myeongwol Je-1(il)-gyo,127.65589,37.86562,2026-03-26
1904,250001584,명월리,Myeongwol-ri,127.65728,37.86349,2026-03-26
1905,250001585,덕두원2리,Deokduwon 2(i)-ri,127.65914,37.86017,2026-03-26
1906,250001586,덕두원1리2반,Deokduwon 1(il)-ri 2(i)-ban,127.66914,37.85264,2026-03-26
1907,250001587,버덩마을,Beodeong Village,127.66657,37.85456,2026-03-26
1908,250001588,봉덕사입구,Bongdeoksa Entrance,127.66184,37.85379,2026-03-26
1909,250001589,봉덕사입구,Bongdeoksa Entrance,127.66205,37.85352,2026-03-26
1910,250001590,버덩마을,Beodeong Village,127.6665,37.85445,2026-03-26
1911,250001591,덕두원1리2반,Deokduwon 1(il)-ri 2(i)-ban,127.66902,37.85255,2026-03-26
1912,250001592,덕두원1리,Deokduwon 1(il)-ri,127.67146,37.84722,2026-03-26
1913,250001593,덕두원1리,Deokduwon 1(il)-ri,127.67162,37.84744,2026-03-26
1914,250001594,대원사,Daewonsa,127.68557,37.84507,2026-03-26
1915,250001595,대원사,Daewonsa,127.6857,37.84517,2026-03-26
1916,250001596,대룡중학교,Daeryong Middle School,127.7437,37.84808,2026-03-26
1917,250001597,대룡산종점,Daeryongsan Terminus,127.78172,37.83221,2026-03-26
1918,265000779,온의보배,Onui Bobe Apartment,127.71524,37.86924,2026-03-26
1919,265000780,온의보배,Onui Bobe Apartment,127.71439,37.86823,2026-03-26
1920,250001600,대룡산쉼터,Daeryongsan Rest Area,127.76463,37.84096,2026-03-26
1921,250001601,당림초교,Dangnim Elementary School,127.6087,37.83842,2026-03-26
1922,250001602,당림1리,Dangnim 1(il)-ri,127.60855,37.83841,2026-03-26
1923,250026832,당림5반종점,Dangnim 5(o)-ban Terminus,127.60168,37.85851,2026-03-26
1924,250001604,당림3반종점,Dangnim 3(sam)-ban Terminus,127.61867,37.86231,2026-03-26
1925,250001605,당림3거리,Dangnim Samgeori,127.60995,37.8413,2026-03-26
1926,250001606,당림3거리,Dangnim Samgeori,127.60975,37.84113,2026-03-26
1927,250001607,당림2리,Dangnim 2(i)-ri,127.61596,37.83059,2026-03-26
1928,250001608,당림2리,Dangnim 2(i)-ri,127.6152,37.8305,2026-03-26
1929,250001609,당림1리,Dangnim 1(il)-ri,127.61404,37.84879,2026-03-26
1930,250001610,당림1리,Dangnim 1(il)-ri,127.61408,37.84861,2026-03-26
1931,250001611,당림1리,Dangnim 1(il)-ri,127.60278,37.83525,2026-03-26
1932,250001612,(구)농업기술원,(Former) Agricultural Reasearch & E.S,127.73562,37.90052,2026-03-26
1933,250001613,농촌공사춘천지소,Korea Rual Community Corporation Chuncheon Branch,127.73972,37.90928,2026-03-26
1934,250001614,농촌공사춘천지소,Korea Rual Community Corporation Chuncheon Branch,127.73942,37.90973,2026-03-26
1935,250027034,도재활병원삼거리,Gangwon-do Rehabilitation Hospital Samgeori,127.73774,37.90313,2026-03-26
1936,250001616,논골입구,Nongol Entrance,127.76484,37.77726,2026-03-26
1937,250001617,논골입구,Nongol Entrance,127.76465,37.77687,2026-03-26
1938,250001618,국민연금공단,National Pension Service,127.73107,37.8639,2026-03-26
1939,250001619,국민연금공단,National Pension Service,127.73138,37.8638,2026-03-26
1940,250001620,남춘천초교,Namchuncheon Elementary School,127.72193,37.86045,2026-03-26
1941,250001621,남춘천중학교,Namchuncheon Middle School,127.72144,37.86056,2026-03-26
1942,265000783,굴지천,Guljicheon,127.80794,37.77073,2026-03-26
1943,265000782,굴지천,Guljicheon,127.80781,37.77073,2026-03-26
1944,250001624,남산면행복센터,Namsan-myeon Community Service Center,127.64612,37.79152,2026-03-26
1945,250001625,남산면행복센터,Namsan-myeon Community Service Center,127.64604,37.7914,2026-03-26
1946,250001626,남부시장,Nambu Market,127.726,37.87062,2026-03-26
1947,250001627,남부시장,Nambu Market,127.72754,37.87013,2026-03-26
1948,250001628,남면행정복지센터,Nam-myeon Community Service Center,127.60013,37.73103,2026-03-26
1949,250001629,발산1리,Balsan 1(il)-ri,127.60022,37.73091,2026-03-26
1950,250001630,김유정문학촌,The Literary Village of Kimyoujeong,127.71689,37.81929,2026-03-26
1951,250001631,김유정문학촌,The Literary Village of Kimyoujeong,127.71672,37.81943,2026-03-26
1952,250001632,금산3리,Geumsan 3(sam)-ri,127.68596,37.89572,2026-03-26
1953,250001633,금산3리,Geumsan 3(sam)-ri,127.6862,37.89555,2026-03-26
1954,250001634,금산2리,Geumsan 2(i)-ri,127.69687,37.90195,2026-03-26
1955,250001635,금산2리,Geumsan 2(i)-ri,127.69718,37.90197,2026-03-26
1956,250001636,시청자미디어센터,Community Media Center,127.69073,37.89625,2026-03-26
1957,250001637,시청자미디어센터,Community Media Center,127.69067,37.89603,2026-03-26
1958,250001638,과수원마을입구,Gwasuwon Village Entrance,127.70378,37.91113,2026-03-26
1959,250001639,금병초교,Geumbyeong Elementary School,127.70991,37.81422,2026-03-26
1960,250001640,근화초교,Geunhwa Elementary School,127.72467,37.88812,2026-03-26
